top - 13:52:20 up 45 days, 21:51,  2 users,  load average: 0.26, 0.27, 0.27
Tasks: 779 total,   1 running, 674 sleeping,   1 stopped,   1 zombie
%Cpu(s):  2.4 us,  0.7 sy,  0.0 ni, 96.7 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st
KiB Mem : 32705352 total,  9926436 free, 17225348 used,  5553568 buff/cache
KiB Swap:  2097148 total,  1368572 free,   728576 used. 13096016 avail Mem 

  PID USER      PR  NI    VIRT    RES    SHR S  %CPU %MEM     TIME+ COMMAND
19379 wqf       20   0   51108   4932   3232 S   0.0  0.0   0:43.06 dbus-daemon
19418 wqf       20   0  349424   5596   4892 S   0.0  0.0   0:00.00 at-spi-bus-laun
19423 wqf       20   0   49928   3356   2848 S   0.0  0.0   0:07.76 dbus-daemon
19425 wqf       20   0  220776   5856   5148 S   0.0  0.0   0:47.21 at-spi2-registr
19429 wqf       20   0  286740   5812   4764 S   0.0  0.0   0:00.56 gvfsd
19436 wqf       20   0  416112   4572   4028 S   0.0  0.0   0:00.00 gvfsd-fuse
19451 zhoulin   20   0  200548   6244   4728 S   0.0  0.0   0:01.98 ibus-engine-sim
19468 wqf       20   0  430460   6024   4796 S   0.0  0.0   0:17.11 gnome-keyring-d
19478 wqf       20   0 7728016 879332 147520 S   0.0  2.7   1477:14 gnome-shell
19519 wqf       20   0 1255680  10120   7560 S   0.0  0.0   0:00.49 pulseaudio
19544 wqf       20   0  356120   6404   5020 S   0.0  0.0   0:07.35 ibus-daemon
19548 wqf       20   0  275384   5432   4812 S   0.0  0.0   0:00.00 ibus-dconf
19550 wqf       20   0  338632  18888  14304 S   0.0  0.1   0:01.21 ibus-x11
19552 wqf       20   0  283756  18300   4976 S   0.0  0.1   0:16.75 ibus-portal
19561 wqf       20   0  266204   4236   3792 S   0.0  0.0   0:00.00 xdg-permission-
19569 wqf       20   0  690172  11476   7912 S   0.0  0.0   0:01.34 gnome-shell-cal
19574 wqf       20   0 1366940  15776  11064 S   0.0  0.0   0:00.44 evolution-sourc
19582 wqf       20   0  785732  16588  10624 S   0.0  0.1   0:00.13 goa-daemon
19591 wqf       20   0  298000   5388   4308 S   0.0  0.0  11:53.45 goa-identity-se
19610 wqf       20   0  188020   4956   4212 S   0.0  0.0   0:00.26 dconf-service
19614 wqf       20   0  301576   7264   5104 S   0.0  0.0   1:29.22 gvfs-udisks2-vo
19619 wqf       20   0  268684   4764   4180 S   0.0  0.0   0:00.01 gvfs-goa-volume
19624 wqf       20   0  270508   4180   3712 S   0.0  0.0   0:00.01 gvfs-mtp-volume
19629 wqf       20   0  283300   5628   4840 S   0.0  0.0   0:00.00 gvfs-gphoto2-vo
19634 wqf       20   0  373468   5428   4540 S   0.0  0.0   0:00.01 gvfs-afc-volume
19643 wqf       20   0  511860  20196  15148 S   0.0  0.1   0:13.66 gsd-power
19644 wqf       20   0  343968   6576   5228 S   0.0  0.0   0:00.47 gsd-print-notif
19647 wqf       20   0  417852   4964   4304 S   0.0  0.0   0:00.12 gsd-rfkill
19648 wqf       20   0  270372   4124   3656 S   0.0  0.0   0:00.00 gsd-screensaver
19650 wqf       20   0  447476   5912   4392 S   0.0  0.0   0:00.22 gsd-sharing
19652 wqf       20   0  329736   5968   4992 S   0.0  0.0   0:00.01 gsd-sound
19656 wqf       20   0  489432  20140  15040 S   0.0  0.1   0:02.02 gsd-xsettings
19658 wqf       20   0  372832   5100   4300 S   0.0  0.0   0:00.00 gsd-smartcard
19669 wqf       20   0  422944  19080  14300 S   0.0  0.1   0:01.34 gsd-wacom
19672 wqf       20   0  272916   4784   4216 S   0.0  0.0   0:00.00 gsd-a11y-settin
19673 wqf       20   0  666132  31228  14824 S   0.0  0.1 157:18.12 gsd-color
19683 wqf       20   0  338228  18516  13940 S   0.0  0.1   0:01.44 gsd-clipboard
19686 wqf       20   0  359208   6292   5444 S   0.0  0.0   3:20.27 gsd-housekeepin
19688 wqf       20   0  464508  11116   9248 S   0.0  0.0   0:00.01 gsd-datetime
19694 wqf       20   0  937284  19428  14204 S   0.0  0.1   0:05.53 gsd-media-keys
19695 wqf       20   0  501264  19112  14476 S   0.0  0.1   0:01.64 gsd-keyboard
19698 wqf       20   0  272920   4608   4040 S   0.0  0.0   0:00.00 gsd-mouse
19732 wqf       20   0  503416   9540   7816 S   0.0  0.0   0:00.39 gsd-printer
19759 wqf       20   0  271932   5800   4464 S   0.0  0.0   0:02.42 gsd-disk-utilit
19760 wqf       20   0  391292   9520   8104 S   0.0  0.0   0:07.40 indicator-appli
19779 wqf       20   0  367980   5924   4956 S   0.0  0.0   0:00.19 indicator-messa
19813 wqf       20   0  887408  52256  11844 S   0.0  0.2   0:00.16 evolution-calen
19818 wqf       20   0  199524   5464   4848 S   0.0  0.0   0:02.21 ibus-engine-sim
19825 wqf       20   0 1139664  50680   8176 S   0.0  0.2   0:01.40 evolution-calen
19837 wqf       20   0  727484  11572   8192 S   0.0  0.0   0:00.02 evolution-addre
19846 wqf       20   0 1014260  14128   8272 S   0.0  0.0   0:00.23 evolution-addre
19884 wqf       20   0 20.705g 281688  95128 S   0.0  0.9 112:22.88 code
19888 wqf       20   0 16.331g  23168  15864 S   0.0  0.1   0:00.01 code
19890 wqf       20   0 16.331g  22504  15236 S   0.0  0.1   0:00.00 code
19894 wqf       20   0 16.331g  10436   3120 S   0.0  0.0   0:00.00 code
19907 wqf       20   0 16.031g   2280   2036 S   0.0  0.0   0:00.47 chrome_crashpad
19921 wqf       20   0  994856  20484   6572 S   0.0  0.1   0:24.28 xdg-desktop-por
19927 wqf       20   0  490028   4372   3852 S   0.0  0.0   0:15.93 xdg-document-po
19943 wqf       20   0  557692  17784  13308 S   0.0  0.1   0:01.67 xdg-desktop-por
20029 wqf       20   0 16.399g  42144  31256 S   0.0  0.1   4:10.56 code
20039 hutianyu  20   0  199320   5188   4380 S   0.0  0.0   0:00.09 gvfsd-metadata
20100 root      20   0       0      0      0 I   0.0  0.0   0:00.24 kworker/15:2-ev
20101 root      20   0       0      0      0 I   0.0  0.0   0:00.57 kworker/0:0-mm_
20223 wqf       20   0 17.116g 685436 493480 S   0.0  2.1 712:19.12 code
20311 wqf       20   0 28.510g 148860  62384 S   0.0  0.5  58:02.18 code
20408 wqf       20   0 20.800g  62560  33508 S   0.0  0.2 173:47.95 code
20445 hutianyu  20   0 20.416g  69456  53964 S   0.0  0.2   0:01.12 code
20446 hutianyu  20   0 20.414g 127280  59044 S   0.0  0.4   0:03.65 code
20532 hutianyu  20   0 2563920 140728  14436 S   0.0  0.4   0:19.72 gopls
20711 hutianyu  20   0 34.567g 297476 157768 S   0.0  0.9   1:42.96 code
20787 hutianyu  20   0 20.414g 248488  59848 S   0.0  0.8   1:03.27 code
20862 hutianyu  20   0 2480388 228644  14028 S   0.0  0.7  14:33.19 gopls
21077 hutianyu  20   0 20.416g  72512  53404 S   0.0  0.2   0:32.62 code
21152 hutianyu  20   0   24464   4764   3128 S   0.0  0.0   0:00.01 bash
21162 root      20   0       0      0      0 I   0.0  0.0   0:02.42 kworker/6:2-mm_
21229 wqf       20   0 34.583g 528484 138328 S   0.0  1.6  74:56.83 code
21356 wqf       20   0 20.414g 139256  37820 S   0.0  0.4   7:54.04 code
21357 wqf       20   0 20.416g  52616  33760 S   0.0  0.2   2:32.88 code
21409 root      20   0       0      0      0 I   0.0  0.0   0:00.24 kworker/5:0-mm_
21525 wqf       20   0 2763956 375492   7828 S   0.0  1.1 131:52.71 gopls
21862 hutianyu  20   0       0      0      0 Z   0.0  0.0   0:07.49 code
22090 hutianyu  20   0  439008   6440   5240 S   0.0  0.0   0:00.44 gvfsd-network
22118 hutianyu  20   0  842984  12892   9800 S   0.0  0.0   0:00.30 gvfsd-smb-brows
22133 hutianyu  20   0  449792   6000   4956 S   0.0  0.0   0:09.12 gvfsd-dnssd
23174 wqf       20   0 1654340  13168  10104 S   0.0  0.0   1:01.04 zeitgeist-datah
23181 wqf       20   0    4632    668    600 S   0.0  0.0   0:00.00 sh
23185 wqf       20   0  354400   7460   6172 S   0.0  0.0   0:16.89 zeitgeist-daemo
23340 root      20   0       0      0      0 I   0.0  0.0   0:00.00 kworker/10:0-cg
24318 wqf       20   0 1441540 283820  26632 S   0.0  0.9   6:48.44 gnome-software
24320 wqf       20   0  673908 116104  15572 S   0.0  0.4   4:30.04 update-notifier
24376 wqf       20   0  446948   8260   4996 S   0.0  0.0   0:13.03 gvfsd-trash
24410 wqf       20   0  199208   5008   4328 S   0.0  0.0   0:00.44 gvfsd-metadata
24603 root       0 -20       0      0      0 I   0.0  0.0   0:00.00 cfg80211
24621 root      20   0       0      0      0 I   0.0  0.0   0:01.12 kworker/8:2-eve
25851 wqf       20   0 34.526g 188248  83576 S   0.0  0.6  11:28.32 code
25854 wqf       20   0 34.583g 569460 139888 S   0.0  1.7  87:37.29 code
25903 zhoulin   20   0  768308  91344  38424 S   0.0  0.3   0:57.52 gedit
25978 wqf       20   0 20.414g  93352  35520 S   0.0  0.3   4:52.92 code
25979 wqf       20   0 20.416g  51152  33812 S   0.0  0.2   2:48.87 code
26109 wqf       20   0 20.414g 112020  39468 S   0.0  0.3   5:56.58 code
26110 wqf       20   0 20.416g  50532  34540 S   0.0  0.2   2:49.08 code
26152 wqf       20   0 2412844 240160   3484 S   0.0  0.7  84:34.79 gopls
26289 wqf       20   0 2630400 214644   7960 S   0.0  0.7  64:26.00 gopls
26414 wqf       20   0  799088  16928  10640 S   0.0  0.1   0:00.16 deja-dup-monito
26793 wqf       20   0   24628   4924   3116 S   0.0  0.0   0:00.18 bash
26897 wqf       20   0   11312    244      0 S   0.0  0.0   0:00.27 ssh-agent
28495 hutianyu  20   0 20.368g  69536  53304 S   0.0  0.2   0:03.75 code
30740 wqf       20   0   24668   5124   3184 S   0.0  0.0   0:00.05 bash
30893 wqf       20   0 34.588g 527580 149732 S   0.0  1.6 100:12.64 code
31013 wqf       20   0 20.414g 128300  36068 S   0.0  0.4   6:36.64 code
31014 wqf       20   0 20.416g  52048  33112 S   0.0  0.2   2:47.97 code
31112 zhoulin   20   0   76752   5304   4040 S   0.0  0.0   0:00.07 systemd
31114 zhoulin   20   0  261592   1976      0 S   0.0  0.0   0:00.00 (sd-pam)
31168 hutianyu  20   0 2130648  19748  13060 S   0.0  0.1   0:03.68 gopls
31183 wqf       20   0 2695940 303212   4652 S   0.0  0.9  94:34.59 gopls
31386 hutianyu  20   0 20.416g  69580  53748 S   0.0  0.2   0:32.91 code
32013 zhoulin   20   0 2900276 302036  93124 S   0.0  0.9  89:47.84 Xtigervnc
32051 zhoulin   20   0  563752  13092   9076 S   0.0  0.0   0:04.67 gnome-session-b
32054 zhoulin   20   0   45708   2148   1752 S   0.0  0.0   0:00.00 dbus-launch
32055 zhoulin   20   0   51160   5016   3232 S   0.0  0.0   0:08.58 dbus-daemon
32084 wqf       20   0 4936304 100464  31240 S   0.0  0.3   8:30.41 postman
32094 zhoulin   20   0  349424   5268   4692 S   0.0  0.0   0:00.01 at-spi-bus-laun
32099 zhoulin   20   0   50056   3264   2748 S   0.0  0.0   0:11.60 dbus-daemon
32101 zhoulin   20   0  220776   5968   5264 S   0.0  0.0   0:59.48 at-spi2-registr
32105 zhoulin   20   0  286612   5896   4832 S   0.0  0.0   0:00.24 gvfsd
32112 zhoulin   20   0  416112   4732   4196 S   0.0  0.0   0:00.00 gvfsd-fuse
32144 zhoulin   20   0  430500   5432   4308 S   0.0  0.0   0:00.68 gnome-keyring-d
32152 zhoulin   20   0 7552228 798248 112824 S   0.0  2.4 639:45.69 gnome-shell
32193 zhoulin   20   0 1255672  10212   7628 S   0.0  0.0   0:01.54 pulseaudio
32218 zhoulin   20   0  358184   9708   5008 S   0.0  0.0   4:45.33 ibus-daemon
32222 zhoulin   20   0  275388   5488   4840 S   0.0  0.0   0:00.00 ibus-dconf
32224 zhoulin   20   0  338644  18880  14288 S   0.0  0.1   0:00.84 ibus-x11
32226 zhoulin   20   0  273328   5120   4428 S   0.0  0.0   0:00.30 ibus-portal
32237 zhoulin   20   0  266200   4212   3776 S   0.0  0.0   0:00.00 xdg-permission-
32242 zhoulin   20   0  690176  11392   7816 S   0.0  0.0   0:00.87 gnome-shell-cal
32247 zhoulin   20   0 1366944  16036  11352 S   0.0  0.0   0:00.34 evolution-sourc
32255 zhoulin   20   0  785728  16928  10872 S   0.0  0.1   0:00.15 goa-daemon
32264 zhoulin   20   0  298000   5492   4312 S   0.0  0.0  12:06.12 goa-identity-se
32276 wqf       20   0 4787308  62580  31028 S   0.0  0.2  38:28.37 postman
32282 zhoulin   20   0  188016   4936   4168 S   0.0  0.0   0:02.94 dconf-service
32286 zhoulin   20   0  301572   7236   5072 S   0.0  0.0   1:28.74 gvfs-udisks2-vo
32291 zhoulin   20   0  268684   4816   4236 S   0.0  0.0   0:00.08 gvfs-goa-volume
32297 zhoulin   20   0  270508   5068   4388 S   0.0  0.0   0:00.08 gvfs-mtp-volume
32302 zhoulin   20   0  283436   5596   4796 S   0.0  0.0   0:00.08 gvfs-gphoto2-vo
32307 zhoulin   20   0  373468   5400   4512 S   0.0  0.0   0:00.08 gvfs-afc-volume
32316 zhoulin   20   0  511792  20116  15136 S   0.0  0.1   0:09.72 gsd-power
32318 zhoulin   20   0  343968   6652   5300 S   0.0  0.0   0:00.37 gsd-print-notif
32321 zhoulin   20   0  417852   5040   4384 S   0.0  0.0   0:00.23 gsd-rfkill
32322 zhoulin   20   0  270372   4228   3764 S   0.0  0.0   0:00.10 gsd-screensaver
32323 zhoulin   20   0  447604   6112   4572 S   0.0  0.0   0:00.32 gsd-sharing
32325 zhoulin   20   0  372828   5200   4404 S   0.0  0.0   0:00.10 gsd-smartcard
32330 zhoulin   20   0  329736   6012   5044 S   0.0  0.0   0:00.10 gsd-sound
32336 zhoulin   20   0  489432  20112  14976 S   0.0  0.1   0:01.45 gsd-xsettings
32344 zhoulin   20   0  496668  19188  14388 S   0.0  0.1   0:01.03 gsd-wacom
32350 zhoulin   20   0  338240  18416  13840 S   0.0  0.1   0:01.26 gsd-clipboard
32351 zhoulin   20   0  272916   4776   4204 S   0.0  0.0   0:00.11 gsd-a11y-settin
32352 zhoulin   20   0  464508  10900   9024 S   0.0  0.0   0:00.12 gsd-datetime
32354 zhoulin   20   0  592512  31088  14716 S   0.0  0.1 156:38.23 gsd-color
32358 zhoulin   20   0  501192  18592  13956 S   0.0  0.1   0:01.26 gsd-keyboard
32359 zhoulin   20   0  359208   6332   5464 S   0.0  0.0   3:03.37 gsd-housekeepin
32362 zhoulin   20   0  272920   4580   4004 S   0.0  0.0   0:00.11 gsd-mouse
32364 wqf       20   0 19.042g 426108  35360 S   0.0  1.3 771:49.95 postman
32366 zhoulin   20   0  937100  20344  15252 S   0.0  0.1   0:05.44 gsd-media-keys
32410 zhoulin   20   0  503416   9480   7752 S   0.0  0.0   0:00.28 gsd-printer
32430 zhoulin   20   0  271932   5812   4488 S   0.0  0.0   0:02.41 gsd-disk-utilit
32431 zhoulin   20   0  367964   5876   4956 S   0.0  0.0   0:00.16 indicator-messa
32432 zhoulin   20   0  391292   9384   7968 S   0.0  0.0   0:00.14 indicator-appli
32439 wqf       20   0   24760   5016   3028 S   0.0  0.0   0:00.71 bash
32483 zhoulin   20   0  887408  52252  11824 S   0.0  0.2   0:00.16 evolution-calen
32487 zhoulin   20   0  199788   5920   4912 S   0.0  0.0   0:38.80 ibus-engine-sim
32496 zhoulin   20   0 1131332  50028   8300 S   0.0  0.2   0:01.03 evolution-calen
32508 zhoulin   20   0  727484  11596   8212 S   0.0  0.0   0:00.02 evolution-addre
32519 zhoulin   20   0 1014256  13788   8052 S   0.0  0.0   0:00.25 evolution-addre
32631 root      20   0       0      0      0 I   0.0  0.0   0:00.00 kworker/4:2
32639 root      20   0       0      0      0 I   0.0  0.0   0:00.00 kworker/2:0
